image_path,true_class,predicted_class,confidence,cat_probability,dog_probability
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7191.jpg,狗,猫,0.870671,0.870671,0.129329
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4534.jpg,狗,猫,0.870544,0.870544,0.129456
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.492.jpg,狗,猫,0.870357,0.870357,0.129643
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5154.jpg,猫,狗,0.870106,0.129894,0.870106
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.794.jpg,狗,猫,0.868329,0.868329,0.131671
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2082.jpg,狗,猫,0.867972,0.867972,0.132028
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.85.jpg,猫,狗,0.867223,0.132777,0.867223
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11846.jpg,猫,狗,0.865075,0.134925,0.865075
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.500.jpg,猫,狗,0.864961,0.135039,0.864961
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.6030.jpg,狗,猫,0.864936,0.864936,0.135064
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2723.jpg,猫,狗,0.864769,0.135231,0.864769
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9687.jpg,狗,猫,0.863285,0.863285,0.136715
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5324.jpg,猫,狗,0.862731,0.137269,0.862731
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5972.jpg,狗,猫,0.862573,0.862573,0.137427
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9513.jpg,猫,狗,0.862480,0.137520,0.862480
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10309.jpg,猫,狗,0.862465,0.137535,0.862465
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7654.jpg,狗,猫,0.862398,0.862398,0.137602
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.691.jpg,猫,狗,0.862224,0.137776,0.862224
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7119.jpg,猫,狗,0.861781,0.138219,0.861781
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.12319.jpg,猫,狗,0.861517,0.138483,0.861517
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.6272.jpg,狗,猫,0.859213,0.859213,0.140787
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11382.jpg,狗,猫,0.858761,0.858761,0.141239
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10900.jpg,狗,猫,0.857684,0.857684,0.142316
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7749.jpg,猫,狗,0.856256,0.143744,0.856256
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.3432.jpg,狗,猫,0.855968,0.855968,0.144032
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8519.jpg,猫,狗,0.855955,0.144045,0.855955
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11052.jpg,猫,狗,0.855675,0.144325,0.855675
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8531.jpg,猫,狗,0.855555,0.144445,0.855555
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7494.jpg,狗,猫,0.855527,0.855527,0.144473
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7285.jpg,猫,狗,0.855347,0.144653,0.855347
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1290.jpg,猫,狗,0.855231,0.144769,0.855231
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10105.jpg,狗,猫,0.854988,0.854988,0.145012
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8501.jpg,猫,狗,0.854946,0.145054,0.854946
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5723.jpg,猫,狗,0.854766,0.145234,0.854766
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4400.jpg,狗,猫,0.854312,0.854312,0.145688
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4513.jpg,狗,猫,0.852517,0.852517,0.147483
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6737.jpg,猫,狗,0.852400,0.147600,0.852400
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9213.jpg,猫,狗,0.852393,0.147607,0.852393
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.6571.jpg,狗,猫,0.851887,0.851887,0.148113
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11348.jpg,猫,狗,0.850604,0.149396,0.850604
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.3200.jpg,猫,狗,0.850604,0.149396,0.850604
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10222.jpg,猫,狗,0.849394,0.150606,0.849394
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1040.jpg,狗,猫,0.848929,0.848929,0.151071
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1252.jpg,狗,猫,0.848920,0.848920,0.151080
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2618.jpg,狗,猫,0.848822,0.848822,0.151178
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.3805.jpg,狗,猫,0.848414,0.848414,0.151586
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.685.jpg,猫,狗,0.848173,0.151827,0.848173
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.3223.jpg,狗,猫,0.847826,0.847826,0.152174
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6425.jpg,猫,狗,0.847489,0.152511,0.847489
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.3847.jpg,猫,狗,0.847111,0.152889,0.847111
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9086.jpg,猫,狗,0.846946,0.153054,0.846946
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.443.jpg,狗,猫,0.846001,0.846001,0.153999
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4301.jpg,狗,猫,0.845852,0.845852,0.154148
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1840.jpg,狗,猫,0.844553,0.844553,0.155447
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7359.jpg,狗,猫,0.843537,0.843537,0.156463
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6875.jpg,猫,狗,0.842426,0.157574,0.842426
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8891.jpg,狗,猫,0.841976,0.841976,0.158024
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6321.jpg,猫,狗,0.839210,0.160790,0.839210
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10536.jpg,猫,狗,0.839086,0.160914,0.839086
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4502.jpg,猫,狗,0.839000,0.161000,0.839000
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4028.jpg,狗,猫,0.838639,0.838639,0.161361
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8536.jpg,狗,猫,0.837918,0.837918,0.162082
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6310.jpg,猫,狗,0.837291,0.162709,0.837291
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10856.jpg,狗,猫,0.836772,0.836772,0.163228
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5430.jpg,狗,猫,0.836765,0.836765,0.163235
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5701.jpg,狗,猫,0.836043,0.836043,0.163957
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2316.jpg,狗,猫,0.835822,0.835822,0.164178
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.6632.jpg,狗,猫,0.835463,0.835463,0.164537
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11922.jpg,猫,狗,0.835180,0.164820,0.835180
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11987.jpg,猫,狗,0.834831,0.165169,0.834831
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8121.jpg,狗,猫,0.833934,0.833934,0.166066
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5552.jpg,猫,狗,0.833217,0.166783,0.833217
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11708.jpg,狗,猫,0.832888,0.832888,0.167112
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4360.jpg,猫,狗,0.832681,0.167319,0.832681
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.205.jpg,狗,猫,0.831922,0.831922,0.168078
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10026.jpg,猫,狗,0.831876,0.168124,0.831876
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2605.jpg,狗,猫,0.831868,0.831868,0.168132
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6137.jpg,猫,狗,0.831642,0.168358,0.831642
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.3591.jpg,猫,狗,0.830719,0.169281,0.830719
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5158.jpg,狗,猫,0.830282,0.830282,0.169718
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8633.jpg,猫,狗,0.830271,0.169729,0.830271
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5931.jpg,猫,狗,0.829876,0.170124,0.829876
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5397.jpg,猫,狗,0.829622,0.170378,0.829622
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.3521.jpg,狗,猫,0.828857,0.828857,0.171143
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8731.jpg,猫,狗,0.828721,0.171279,0.828721
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5528.jpg,狗,猫,0.827922,0.827922,0.172078
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5622.jpg,狗,猫,0.827369,0.827369,0.172631
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9702.jpg,狗,猫,0.827293,0.827293,0.172707
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.961.jpg,猫,狗,0.826165,0.173835,0.826165
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7067.jpg,猫,狗,0.825625,0.174375,0.825625
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1707.jpg,猫,狗,0.824481,0.175519,0.824481
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.375.jpg,狗,猫,0.823687,0.823687,0.176313
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10777.jpg,狗,猫,0.823304,0.823304,0.176696
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2664.jpg,狗,猫,0.821966,0.821966,0.178034
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11663.jpg,狗,猫,0.821647,0.821647,0.178353
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10213.jpg,猫,狗,0.821396,0.178604,0.821396
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11325.jpg,狗,猫,0.820206,0.820206,0.179794
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8588.jpg,猫,狗,0.820157,0.179843,0.820157
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7571.jpg,狗,猫,0.820127,0.820127,0.179873
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1975.jpg,狗,猫,0.819668,0.819668,0.180332
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4732.jpg,狗,猫,0.819325,0.819325,0.180675
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.12138.jpg,猫,狗,0.818560,0.181440,0.818560
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.888.jpg,狗,猫,0.818095,0.818095,0.181905
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4043.jpg,狗,猫,0.816970,0.816970,0.183030
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2177.jpg,猫,狗,0.816637,0.183363,0.816637
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9221.jpg,狗,猫,0.815405,0.815405,0.184595
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10532.jpg,猫,狗,0.813136,0.186864,0.813136
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2002.jpg,猫,狗,0.812434,0.187566,0.812434
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.6929.jpg,狗,猫,0.809302,0.809302,0.190698
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1932.jpg,猫,狗,0.808965,0.191035,0.808965
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1137.jpg,狗,猫,0.806771,0.806771,0.193229
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2317.jpg,狗,猫,0.806574,0.806574,0.193426
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5432.jpg,猫,狗,0.805712,0.194288,0.805712
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2024.jpg,狗,猫,0.805029,0.805029,0.194971
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9845.jpg,猫,狗,0.804970,0.195030,0.804970
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1848.jpg,狗,猫,0.803879,0.803879,0.196121
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8848.jpg,狗,猫,0.803644,0.803644,0.196356
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.3727.jpg,猫,狗,0.802016,0.197984,0.802016
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9667.jpg,狗,猫,0.801712,0.801712,0.198288
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10580.jpg,狗,猫,0.801500,0.801500,0.198500
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4329.jpg,猫,狗,0.800392,0.199608,0.800392
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2373.jpg,猫,狗,0.799766,0.200234,0.799766
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9006.jpg,猫,狗,0.798964,0.201036,0.798964
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10196.jpg,狗,猫,0.798674,0.798674,0.201326
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7324.jpg,猫,狗,0.797835,0.202165,0.797835
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9603.jpg,猫,狗,0.796954,0.203046,0.796954
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5146.jpg,猫,狗,0.796869,0.203131,0.796869
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4767.jpg,猫,狗,0.796753,0.203247,0.796753
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9279.jpg,猫,狗,0.795829,0.204171,0.795829
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2582.jpg,狗,猫,0.795016,0.795016,0.204984
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10747.jpg,猫,狗,0.794610,0.205390,0.794610
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.12390.jpg,狗,猫,0.793943,0.793943,0.206057
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.12082.jpg,狗,猫,0.793274,0.793274,0.206726
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2301.jpg,狗,猫,0.793165,0.793165,0.206835
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1600.jpg,猫,狗,0.792681,0.207319,0.792681
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2962.jpg,狗,猫,0.791962,0.791962,0.208038
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6202.jpg,猫,狗,0.791909,0.208091,0.791909
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8330.jpg,狗,猫,0.790909,0.790909,0.209091
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11313.jpg,猫,狗,0.790580,0.209420,0.790580
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4809.jpg,猫,狗,0.789643,0.210357,0.789643
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10155.jpg,狗,猫,0.788314,0.788314,0.211686
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.12227.jpg,狗,猫,0.788138,0.788138,0.211862
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7497.jpg,猫,狗,0.787448,0.212552,0.787448
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7449.jpg,猫,狗,0.787102,0.212899,0.787102
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5554.jpg,狗,猫,0.786380,0.786380,0.213620
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10241.jpg,猫,狗,0.785946,0.214054,0.785946
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1163.jpg,猫,狗,0.785729,0.214271,0.785729
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1653.jpg,猫,狗,0.784163,0.215837,0.784163
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11084.jpg,狗,猫,0.784135,0.784135,0.215865
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8610.jpg,狗,猫,0.783855,0.783855,0.216145
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10967.jpg,狗,猫,0.783694,0.783694,0.216306
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7284.jpg,狗,猫,0.783582,0.783582,0.216418
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1481.jpg,猫,狗,0.783448,0.216552,0.783448
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7284.jpg,猫,狗,0.782788,0.217212,0.782788
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11823.jpg,猫,狗,0.780651,0.219349,0.780651
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7088.jpg,狗,猫,0.780564,0.780564,0.219436
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.61.jpg,狗,猫,0.780250,0.780250,0.219750
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.684.jpg,猫,狗,0.778132,0.221868,0.778132
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1809.jpg,猫,狗,0.776855,0.223145,0.776855
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.3883.jpg,狗,猫,0.775972,0.775972,0.224028
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.6205.jpg,狗,猫,0.775511,0.775511,0.224489
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7848.jpg,猫,狗,0.774915,0.225085,0.774915
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10968.jpg,狗,猫,0.774889,0.774889,0.225112
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9125.jpg,狗,猫,0.774507,0.774507,0.225493
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8321.jpg,狗,猫,0.774238,0.774238,0.225762
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7657.jpg,猫,狗,0.773266,0.226734,0.773266
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10086.jpg,猫,狗,0.772797,0.227203,0.772797
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10630.jpg,猫,狗,0.772366,0.227634,0.772366
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4889.jpg,猫,狗,0.772039,0.227961,0.772039
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.381.jpg,狗,猫,0.771397,0.771397,0.228603
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.12290.jpg,狗,猫,0.770993,0.770993,0.229007
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.925.jpg,狗,猫,0.770884,0.770884,0.229116
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8379.jpg,狗,猫,0.770696,0.770696,0.229305
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9934.jpg,猫,狗,0.769663,0.230337,0.769663
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4106.jpg,狗,猫,0.769017,0.769017,0.230983
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10881.jpg,狗,猫,0.768791,0.768791,0.231208
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11736.jpg,猫,狗,0.768255,0.231745,0.768255
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11688.jpg,猫,狗,0.767678,0.232322,0.767678
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4392.jpg,猫,狗,0.767624,0.232376,0.767624
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1286.jpg,猫,狗,0.767322,0.232678,0.767322
